Variance,A,B,C
0.2,0.21151931311487948,-1.2873875970095605,0.9420409722078226
0.30000000000000004,0.4081806300400381,-0.8021046204608697,0.6770992725428309
0.4000000000000001,0.5699802165919502,-0.4828570055752689,0.513648754809184
0.5000000000000001,0.7175567355680952,-0.24034034047276723,0.4031150628809339
0.6000000000000001,0.8262448280201781,-0.05874541927570634,0.321233108944882
0.7000000000000002,0.8887265567381347,0.07173730012972525,0.2590397999802176
0.8000000000000003,0.9127451756183266,0.1629572715218964,0.21140414316414627
0.9000000000000001,0.9098560684623767,0.22568277168564876,0.17462068321021795
1.0000000000000002,0.8902017645872174,0.26834121745808337,0.1459341088779242
1.1000000000000003,0.8612348504592461,0.29710277131590157,0.12331097611170373
1.2000000000000004,0.827923825406395,0.3163232770982713,0.10526081370242069
1.3000000000000003,0.7933380214900617,0.32900851834731265,0.09068923571144724
1.4000000000000004,0.7592285224839869,0.337191780782786,0.07879083637233254
1.5000000000000004,0.7264959953349104,0.34223189919616814,0.06896897711133564
1.6000000000000003,0.6955305431078997,0.3450338678677343,0.06077842972094732
1.7000000000000004,0.6664413375668267,0.34620636377092706,0.05388434408450427
1.8000000000000005,0.6391917697640231,0.3461664855199734,0.04803195224421662
1.9000000000000006,0.6136766597427463,0.34520528658424215,0.04302558549599868
2.000000000000001,0.5897631562986761,0.34353130722454334,0.03871288424958856
2.1000000000000005,0.5673225229385565,0.34130258245942746,0.03497431683592864
2.200000000000001,0.5462245002539657,0.33863447852740625,0.03171488402668556
2.3000000000000007,0.5263600799400586,0.3356243914894514,0.028858096958171
2.400000000000001,0.5076251430630004,0.3323450188067181,0.026342225666967655
2.500000000000001,0.4899258617268664,0.3288542036155872,0.024116826850211694
2.600000000000001,0.473181615224602,0.32520137374569574,0.02214029112433618
2.700000000000001,0.457319062819421,0.32142598835109853,0.020378150325328817
2.800000000000001,0.4422727637003315,0.317560854420251,0.018801602533439803
2.9000000000000012,0.42798436081702673,0.3136335284351293,0.017386441883789475
3.000000000000001,0.4144015348396075,0.3096672518233179,0.01611220295075669
3.100000000000001,0.4014732003301844,0.30567794564957107,0.01496161504140559
3.200000000000001,0.38916120186119013,0.3016863638301447,0.013919684291390113
3.300000000000001,0.37742012925357077,0.2977001860211024,0.012973869106017466
3.4000000000000012,0.3662160020334466,0.2937324482063,0.012113144489087735
3.5000000000000013,0.35551464651015413,0.2897912573358768,0.011328066434629004
3.6000000000000014,0.3452874772234944,0.28588602476276637,0.010610351403284203
3.7000000000000015,0.3355046780484096,0.28202122472708413,0.009952888345745302
3.8000000000000016,0.32613799368270074,0.2781995204122392,0.009349483521630661
3.9000000000000012,0.31716800789674976,0.2744296716429499,0.008794508066434448
4.000000000000001,0.3085673030757694,0.27070958668787404,0.008283286307193922
4.100000000000001,0.30031985964896624,0.26704663847831517,0.00781142287756357
4.200000000000002,0.29240351085026056,0.2634396840441228,0.0073752372471215626
4.300000000000002,0.2847999991041329,0.25988963743663407,0.00697141220983296
4.400000000000001,0.27749204916007436,0.25639710054483544,0.006596960765109013
